	管線材質	ORDER_SEQ	品名	SIZE1	SIZE2	SCH1	SCH2	SIZE_LAYOUT	厚度	UNIT	IDENT_CODE	用料時機	採購量	可領用量	合計	合計2	項目	重組	設計需求	採購需求	缺料狀況	7月2日	7月9日	7月10日	7月11日	8月15日
1482	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G14900	安裝					B	G14900_B	4.0	4	-4	0	0	0	0	0
1483	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G14900	安裝					D	G14900_D	88.0	88	-88	0	0	0	0	0
1484	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G14900	安裝					E	G14900_E	0.0	0	0	0	0	0	0	0
1485	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	135	 	 	3/4 IN x 135 MM LG	5.54	SET	G14897	安裝	53.0		28.0	28.0	-	G14897_-	0.0	0	0	0	0	0	0	0
1486	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	135	 	 	3/4 IN x 135 MM LG	5.54	SET	G14897	安裝					A	G14897_A	8.0	8	-8	0	0	0	0	0
1487	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	135	 	 	3/4 IN x 135 MM LG	5.54	SET	G14897	安裝					B	G14897_B	0.0	0	0	0	0	0	0	0
1488	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	135	 	 	3/4 IN x 135 MM LG	5.54	SET	G14897	安裝					D	G14897_D	20.0	20	-20	0	0	0	0	0
1489	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	135	 	 	3/4 IN x 135 MM LG	5.54	SET	G14897	安裝					E	G14897_E	0.0	0	0	0	0	0	0	0
1490	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	90	 	 	5/8 IN x 90 MM LG	5.54	SET	G14906	安裝	797.0		196.0	196.0	-	G14906_-	0.0	0	0	0	0	0	0	0
1491	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	90	 	 	5/8 IN x 90 MM LG	5.54	SET	G14906	安裝					A	G14906_A	16.0	16	-16	0	0	0	0	0
1492	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	90	 	 	5/8 IN x 90 MM LG	5.54	SET	G14906	安裝					B	G14906_B	48.0	48	-48	0	0	0	0	0
1493	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	90	 	 	5/8 IN x 90 MM LG	5.54	SET	G14906	安裝					D	G14906_D	132.0	132	-132	0	0	0	0	0
1494	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	90	 	 	5/8 IN x 90 MM LG	5.54	SET	G14906	安裝					E	G14906_E	0.0	0	0	0	0	0	0	0
1495	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	85	 	 	5/8 IN x 85 MM LG	5.54	SET	G14907	安裝	274.0		116.0	116.0	-	G14907_-	0.0	0	0	0	0	0	0	0
1496	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	85	 	 	5/8 IN x 85 MM LG	5.54	SET	G14907	安裝					A	G14907_A	56.0	56	-56	0	0	0	0	0
1497	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	85	 	 	5/8 IN x 85 MM LG	5.54	SET	G14907	安裝					B	G14907_B	12.0	12	-12	0	0	0	0	0
1498	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	85	 	 	5/8 IN x 85 MM LG	5.54	SET	G14907	安裝					D	G14907_D	48.0	48	-48	0	0	0	0	0
1499	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	85	 	 	5/8 IN x 85 MM LG	5.54	SET	G14907	安裝					E	G14907_E	0.0	0	0	0	0	0	0	0
1500	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	80	 	 	5/8 IN x 80 MM LG	5.54	SET	G14908	安裝	168.0		120.0	120.0	-	G14908_-	0.0	0	0	0	0	0	0	0
1501	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	80	 	 	5/8 IN x 80 MM LG	5.54	SET	G14908	安裝					A	G14908_A	72.0	72	-72	0	0	0	0	0
1502	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	80	 	 	5/8 IN x 80 MM LG	5.54	SET	G14908	安裝					B	G14908_B	40.0	40	-40	0	0	0	0	0
1503	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	80	 	 	5/8 IN x 80 MM LG	5.54	SET	G14908	安裝					D	G14908_D	8.0	8	-8	0	0	0	0	0
1504	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	80	 	 	5/8 IN x 80 MM LG	5.54	SET	G14908	安裝					E	G14908_E	0.0	0	0	0	0	0	0	0
1505	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	95	 	 	5/8 IN x 95 MM LG	5.54	SET	G14905	安裝	792.0		284.0	292.0	-	G14905_-	0.0	0	0	0	0	0	0	0
1506	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	95	 	 	5/8 IN x 95 MM LG	5.54	SET	G14905	安裝					A	G14905_A	104.0	104	-104	0	0	0	0	0
1507	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	95	 	 	5/8 IN x 95 MM LG	5.54	SET	G14905	安裝					B	G14905_B	80.0	80	-80	0	0	0	0	0
1508	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	95	 	 	5/8 IN x 95 MM LG	5.54	SET	G14905	安裝					D	G14905_D	108.0	108	-108	0	0	0	0	0
1509	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	95	 	 	5/8 IN x 95 MM LG	5.54	SET	G14905	安裝					E	G14905_E	0.0	0	0	0	0	0	0	0
1510	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	110	 	 	5/8 IN x 110 MM LG	5.54	SET	G14584	安裝	43.0		16.0	16.0	-	G14584_-	0.0	0	0	0	0	0	0	0
1511	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	110	 	 	5/8 IN x 110 MM LG	5.54	SET	G14584	安裝					A	G14584_A	0.0	0	0	0	0	0	0	0
1512	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	110	 	 	5/8 IN x 110 MM LG	5.54	SET	G14584	安裝					B	G14584_B	0.0	0	0	0	0	0	0	0
1513	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	110	 	 	5/8 IN x 110 MM LG	5.54	SET	G14584	安裝					D	G14584_D	16.0	16	-16	0	0	0	0	0
1514	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	110	 	 	5/8 IN x 110 MM LG	5.54	SET	G14584	安裝					E	G14584_E	0.0	0	0	0	0	0	0	0
1515	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	65	 	 	1/2 IN x 65 MM LG	5.54	SET	G14593	安裝	1579.0		204.0	204.0	-	G14593_-	0.0	0	0	0	0	0	0	0
1516	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	65	 	 	1/2 IN x 65 MM LG	5.54	SET	G14593	安裝					A	G14593_A	196.0	196	-196	0	0	0	0	0
1517	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	65	 	 	1/2 IN x 65 MM LG	5.54	SET	G14593	安裝					B	G14593_B	0.0	0	0	0	0	0	0	0
1518	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	65	 	 	1/2 IN x 65 MM LG	5.54	SET	G14593	安裝					D	G14593_D	8.0	8	-8	0	0	0	0	0
1519	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	65	 	 	1/2 IN x 65 MM LG	5.54	SET	G14593	安裝					E	G14593_E	0.0	0	0	0	0	0	0	0
1520	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	80	 	 	1/2 IN x 80 MM LG	5.54	SET	G14590	安裝	72.0		28.0	28.0	-	G14590_-	0.0	0	0	0	0	0	0	0
1521	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	80	 	 	1/2 IN x 80 MM LG	5.54	SET	G14590	安裝					A	G14590_A	0.0	0	0	0	0	0	0	0
1522	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	80	 	 	1/2 IN x 80 MM LG	5.54	SET	G14590	安裝					B	G14590_B	8.0	8	-8	0	0	0	0	0
1523	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	80	 	 	1/2 IN x 80 MM LG	5.54	SET	G14590	安裝					D	G14590_D	20.0	20	-20	0	0	0	0	0
1524	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	80	 	 	1/2 IN x 80 MM LG	5.54	SET	G14590	安裝					E	G14590_E	0.0	0	0	0	0	0	0	0
1525	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	70	 	 	1/2 IN x 70 MM LG	5.54	SET	G14592	安裝	322.0		44.0	44.0	-	G14592_-	0.0	0	0	0	0	0	0	0
1526	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	70	 	 	1/2 IN x 70 MM LG	5.54	SET	G14592	安裝					A	G14592_A	8.0	8	-8	0	0	0	0	0
1527	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	70	 	 	1/2 IN x 70 MM LG	5.54	SET	G14592	安裝					B	G14592_B	16.0	16	-16	0	0	0	0	0
1528	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	70	 	 	1/2 IN x 70 MM LG	5.54	SET	G14592	安裝					D	G14592_D	20.0	20	-20	0	0	0	0	0
1529	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	70	 	 	1/2 IN x 70 MM LG	5.54	SET	G14592	安裝					E	G14592_E	0.0	0	0	0	0	0	0	0
1530	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	105	 	 	1/2 IN x 105 MM LG	5.54	SET	G14656	安裝	19.0		4.0	4.0	-	G14656_-	0.0	0	0	0	0	0	0	0
1531	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	105	 	 	1/2 IN x 105 MM LG	5.54	SET	G14656	安裝					A	G14656_A	0.0	0	0	0	0	0	0	0
1532	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	105	 	 	1/2 IN x 105 MM LG	5.54	SET	G14656	安裝					B	G14656_B	0.0	0	0	0	0	0	0	0
1533	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	105	 	 	1/2 IN x 105 MM LG	5.54	SET	G14656	安裝					D	G14656_D	4.0	4	-4	0	0	0	0	0
1534	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	105	 	 	1/2 IN x 105 MM LG	5.54	SET	G14656	安裝					E	G14656_E	0.0	0	0	0	0	0	0	0
1535	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	75	 	 	1/2 IN x 75 MM LG	5.54	SET	G14591	安裝	115.0		60.0	60.0	-	G14591_-	0.0	0	0	0	0	0	0	0
1536	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	75	 	 	1/2 IN x 75 MM LG	5.54	SET	G14591	安裝					A	G14591_A	52.0	52	-52	0	0	0	0	0
1537	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	75	 	 	1/2 IN x 75 MM LG	5.54	SET	G14591	安裝					B	G14591_B	8.0	8	-8	0	0	0	0	0
1538	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	75	 	 	1/2 IN x 75 MM LG	5.54	SET	G14591	安裝					D	G14591_D	0.0	0	0	0	0	0	0	0
1539	碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	75	 	 	1/2 IN x 75 MM LG	5.54	SET	G14591	安裝					E	G14591_E	0.0	0	0	0	0	0	0	0
1540	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	150	 	 	7/8 IN x 150 MM LG	5.54	SET	G201120	安裝	91.0		48.0	48.0	-	G201120_-	0.0	0	0	0	0	0	0	0
1541	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	150	 	 	7/8 IN x 150 MM LG	5.54	SET	G201120	安裝					A	G201120_A	0.0	0	0	0	0	0	0	0
1542	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	150	 	 	7/8 IN x 150 MM LG	5.54	SET	G201120	安裝					B	G201120_B	4.0	4	-4	0	0	0	0	0
1543	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	150	 	 	7/8 IN x 150 MM LG	5.54	SET	G201120	安裝					D	G201120_D	44.0	44	-44	0	0	0	0	0
1544	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	150	 	 	7/8 IN x 150 MM LG	5.54	SET	G201120	安裝					E	G201120_E	0.0	0	0	0	0	0	0	0
1545	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	160	 	 	7/8 IN x 160 MM LG	5.54	SET	G201122	安裝	19.0		16.0	16.0	-	G201122_-	0.0	0	0	0	0	0	0	0
1546	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	160	 	 	7/8 IN x 160 MM LG	5.54	SET	G201122	安裝					A	G201122_A	0.0	0	0	0	0	0	0	0
1547	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	160	 	 	7/8 IN x 160 MM LG	5.54	SET	G201122	安裝					B	G201122_B	16.0	16	-16	0	0	0	0	0
1548	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	160	 	 	7/8 IN x 160 MM LG	5.54	SET	G201122	安裝					D	G201122_D	0.0	0	0	0	0	0	0	0
1549	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	160	 	 	7/8 IN x 160 MM LG	5.54	SET	G201122	安裝					E	G201122_E	0.0	0	0	0	0	0	0	0
1550	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	140	 	 	7/8 IN x 140 MM LG	5.54	SET	G201118	安裝	29.0		24.0	24.0	-	G201118_-	0.0	0	0	0	0	0	0	0
1551	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	140	 	 	7/8 IN x 140 MM LG	5.54	SET	G201118	安裝					A	G201118_A	0.0	0	0	0	0	0	0	0
1552	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	140	 	 	7/8 IN x 140 MM LG	5.54	SET	G201118	安裝					B	G201118_B	24.0	24	-24	0	0	0	0	0
1553	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	140	 	 	7/8 IN x 140 MM LG	5.54	SET	G201118	安裝					D	G201118_D	0.0	0	0	0	0	0	0	0
1554	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	140	 	 	7/8 IN x 140 MM LG	5.54	SET	G201118	安裝					E	G201118_E	0.0	0	0	0	0	0	0	0
1555	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	175	 	 	7/8 IN x 175 MM LG	5.54	SET	G201125	安裝	77.0		64.0	64.0	-	G201125_-	0.0	0	0	0	0	0	0	0
1556	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	175	 	 	7/8 IN x 175 MM LG	5.54	SET	G201125	安裝					A	G201125_A	0.0	0	0	0	0	0	0	0
1557	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	175	 	 	7/8 IN x 175 MM LG	5.54	SET	G201125	安裝					B	G201125_B	64.0	64	-64	0	0	0	0	0
1558	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	175	 	 	7/8 IN x 175 MM LG	5.54	SET	G201125	安裝					D	G201125_D	0.0	0	0	0	0	0	0	0
1559	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	175	 	 	7/8 IN x 175 MM LG	5.54	SET	G201125	安裝					E	G201125_E	0.0	0	0	0	0	0	0	0
1560	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	130	 	 	3/4 IN x 130 MM LG	5.54	SET	G201010	安裝	115.0		48.0	48.0	-	G201010_-	0.0	0	0	0	0	0	0	0
1561	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	130	 	 	3/4 IN x 130 MM LG	5.54	SET	G201010	安裝					A	G201010_A	0.0	0	0	0	0	0	0	0
1562	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	130	 	 	3/4 IN x 130 MM LG	5.54	SET	G201010	安裝					B	G201010_B	48.0	48	-48	0	0	0	0	0
1563	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	130	 	 	3/4 IN x 130 MM LG	5.54	SET	G201010	安裝					D	G201010_D	0.0	0	0	0	0	0	0	0
1564	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	130	 	 	3/4 IN x 130 MM LG	5.54	SET	G201010	安裝					E	G201010_E	0.0	0	0	0	0	0	0	0
1565	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	150	 	 	3/4 IN x 150 MM LG	5.54	SET	G201014	安裝	67.0		4.0	4.0	-	G201014_-	0.0	0	0	0	0	0	0	0
1566	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	150	 	 	3/4 IN x 150 MM LG	5.54	SET	G201014	安裝					A	G201014_A	0.0	0	0	0	0	0	0	0
1567	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	150	 	 	3/4 IN x 150 MM LG	5.54	SET	G201014	安裝					B	G201014_B	4.0	4	-4	0	0	0	0	0
1568	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	150	 	 	3/4 IN x 150 MM LG	5.54	SET	G201014	安裝					D	G201014_D	0.0	0	0	0	0	0	0	0
1569	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	150	 	 	3/4 IN x 150 MM LG	5.54	SET	G201014	安裝					E	G201014_E	0.0	0	0	0	0	0	0	0
1570	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	110	 	 	3/4 IN x 110 MM LG	5.54	SET	G201005	安裝	67.0		16.0	16.0	-	G201005_-	0.0	0	0	0	0	0	0	0
1571	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	110	 	 	3/4 IN x 110 MM LG	5.54	SET	G201005	安裝					A	G201005_A	0.0	0	0	0	0	0	0	0
1572	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	110	 	 	3/4 IN x 110 MM LG	5.54	SET	G201005	安裝					B	G201005_B	16.0	16	-16	0	0	0	0	0
1573	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	110	 	 	3/4 IN x 110 MM LG	5.54	SET	G201005	安裝					D	G201005_D	0.0	0	0	0	0	0	0	0
1574	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	110	 	 	3/4 IN x 110 MM LG	5.54	SET	G201005	安裝					E	G201005_E	0.0	0	0	0	0	0	0	0
1575	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	140	 	 	3/4 IN x 140 MM LG	5.54	SET	G201012	安裝	254.0		56.0	56.0	-	G201012_-	0.0	0	0	0	0	0	0	0
1576	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	140	 	 	3/4 IN x 140 MM LG	5.54	SET	G201012	安裝					A	G201012_A	0.0	0	0	0	0	0	0	0
1577	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	140	 	 	3/4 IN x 140 MM LG	5.54	SET	G201012	安裝					B	G201012_B	40.0	40	-40	0	0	0	0	0
1578	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	140	 	 	3/4 IN x 140 MM LG	5.54	SET	G201012	安裝					D	G201012_D	16.0	16	-16	0	0	0	0	0
1579	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	140	 	 	3/4 IN x 140 MM LG	5.54	SET	G201012	安裝					E	G201012_E	0.0	0	0	0	0	0	0	0
1580	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G201007	安裝	82.0		4.0	4.0	-	G201007_-	0.0	0	0	0	0	0	0	0
1581	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G201007	安裝					A	G201007_A	0.0	0	0	0	0	0	0	0
1582	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G201007	安裝					B	G201007_B	4.0	4	-4	0	0	0	0	0
1583	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G201007	安裝					D	G201007_D	0.0	0	0	0	0	0	0	0
1584	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	120	 	 	3/4 IN x 120 MM LG	5.54	SET	G201007	安裝					E	G201007_E	0.0	0	0	0	0	0	0	0
1585	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	145	 	 	3/4 IN x 145 MM LG	5.54	SET	G201013	安裝	10.0		8.0	8.0	-	G201013_-	0.0	0	0	0	0	0	0	0
1586	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	145	 	 	3/4 IN x 145 MM LG	5.54	SET	G201013	安裝					A	G201013_A	0.0	0	0	0	0	0	0	0
1587	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	145	 	 	3/4 IN x 145 MM LG	5.54	SET	G201013	安裝					B	G201013_B	8.0	8	-8	0	0	0	0	0
1588	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	145	 	 	3/4 IN x 145 MM LG	5.54	SET	G201013	安裝					D	G201013_D	0.0	0	0	0	0	0	0	0
1589	碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	145	 	 	3/4 IN x 145 MM LG	5.54	SET	G201013	安裝					E	G201013_E	0.0	0	0	0	0	0	0	0
