	管線材質	ORDER_SEQ	品名	SIZE1	SIZE2	SCH1	SCH2	SIZE_LAYOUT	厚度	UNIT	IDENT_CODE	用料時機	採購量	可領用量	合計	合計2	項目	重組	設計需求	採購需求	缺料狀況	7月2日	7月9日	7月10日	7月11日	8月15日
1823	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API (STUB : SMLS BE XXS A106-B) NACE	0.75	 	 	 	"3/4"""	5.54	PC	V110664	預製					D	V110664_D	0.0	0	0	0	0	0	0	0
1824	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API (STUB : SMLS BE XXS A106-B) NACE	0.75	 	 	 	"3/4"""	5.54	PC	V110664	預製					E	V110664_E	0.0	0	0	0	0	0	0	0
1825	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE XXS A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	5.54	PC	V223214	預製	1.0		1.0	1.0	-	V223214_-	0.0	0	0	0	0	0	0	0
1826	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE XXS A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	5.54	PC	V223214	預製					A	V223214_A	0.0	0	0	0	0	0	0	0
1827	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE XXS A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	5.54	PC	V223214	預製					B	V223214_B	1.0	1	-1	0	0	0	0	0
1828	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE XXS A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	5.54	PC	V223214	預製					D	V223214_D	0.0	0	0	0	0	0	0	0
1829	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE XXS A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	5.54	PC	V223214	預製					E	V223214_E	0.0	0	0	0	0	0	0	0
1830	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API (STUB : SMLS BE XXS A106-B) NACE	2	 	 	 	"2"""	5.54	PC	V110649	預製	5.0		5.0	5.0	-	V110649_-	0.0	0	0	0	0	0	0	0
1831	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API (STUB : SMLS BE XXS A106-B) NACE	2	 	 	 	"2"""	5.54	PC	V110649	預製					A	V110649_A	0.0	0	0	0	0	0	0	0
1832	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API (STUB : SMLS BE XXS A106-B) NACE	2	 	 	 	"2"""	5.54	PC	V110649	預製					B	V110649_B	5.0	5	-5	0	0	0	0	0
1833	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API (STUB : SMLS BE XXS A106-B) NACE	2	 	 	 	"2"""	5.54	PC	V110649	預製					D	V110649_D	0.0	0	0	0	0	0	0	0
1834	碳鋼	620	GLOBE VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API (STUB : SMLS BE XXS A106-B) NACE	2	 	 	 	"2"""	5.54	PC	V110649	預製					E	V110649_E	0.0	0	0	0	0	0	0	0
1835	碳鋼	620	GLOBE VALVE CL2500 BW CS A216-WCB BODY SS 316-TR STLD-S&D PLUG-D OS&Y PSB GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B) (IMPACT TEST at -1 DEG. C)	4	 	S-120	 	"4"" S-120"	11.13	PC	V223179	預製	2.0		2.0	2.0	-	V223179_-	0.0	0	0	0	0	0	0	0
1836	碳鋼	620	GLOBE VALVE CL2500 BW CS A216-WCB BODY SS 316-TR STLD-S&D PLUG-D OS&Y PSB GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B) (IMPACT TEST at -1 DEG. C)	4	 	S-120	 	"4"" S-120"	11.13	PC	V223179	預製					A	V223179_A	0.0	0	0	0	0	0	0	0
1837	碳鋼	620	GLOBE VALVE CL2500 BW CS A216-WCB BODY SS 316-TR STLD-S&D PLUG-D OS&Y PSB GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B) (IMPACT TEST at -1 DEG. C)	4	 	S-120	 	"4"" S-120"	11.13	PC	V223179	預製					B	V223179_B	0.0	0	0	0	0	0	0	0
1838	碳鋼	620	GLOBE VALVE CL2500 BW CS A216-WCB BODY SS 316-TR STLD-S&D PLUG-D OS&Y PSB GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B) (IMPACT TEST at -1 DEG. C)	4	 	S-120	 	"4"" S-120"	11.13	PC	V223179	預製					D	V223179_D	2.0	2	-2	0	0	0	0	0
1839	碳鋼	620	GLOBE VALVE CL2500 BW CS A216-WCB BODY SS 316-TR STLD-S&D PLUG-D OS&Y PSB GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B) (IMPACT TEST at -1 DEG. C)	4	 	S-120	 	"4"" S-120"	11.13	PC	V223179	預製					E	V223179_E	0.0	0	0	0	0	0	0	0
1840	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223259	預製	13.0		12.0	12.0	-	V223259_-	0.0	0	0	0	0	0	0	0
1841	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223259	預製					A	V223259_A	0.0	0	0	0	0	0	0	0
1842	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223259	預製					B	V223259_B	0.0	0	0	0	0	0	0	0
1843	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223259	預製					D	V223259_D	12.0	12	-12	0	0	0	0	0
1844	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223259	預製					E	V223259_E	0.0	0	0	0	0	0	0	0
1845	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	11.13	PC	V223258	預製	13.0		12.0	12.0	-	V223258_-	0.0	0	0	0	0	0	0	0
1846	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	11.13	PC	V223258	預製					A	V223258_A	0.0	0	0	0	0	0	0	0
1847	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	11.13	PC	V223258	預製					B	V223258_B	0.0	0	0	0	0	0	0	0
1848	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	11.13	PC	V223258	預製					D	V223258_D	12.0	12	-12	0	0	0	0	0
1849	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.75	 	 	 	"3/4"""	11.13	PC	V223258	預製					E	V223258_E	0.0	0	0	0	0	0	0	0
1850	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.5	 	 	 	"1/2"""	11.13	PC	V223257	預製	13.0		8.0	8.0	-	V223257_-	0.0	0	0	0	0	0	0	0
1851	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.5	 	 	 	"1/2"""	11.13	PC	V223257	預製					A	V223257_A	0.0	0	0	0	0	0	0	0
1852	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.5	 	 	 	"1/2"""	11.13	PC	V223257	預製					B	V223257_B	8.0	8	-8	0	0	0	0	0
1853	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.5	 	 	 	"1/2"""	11.13	PC	V223257	預製					D	V223257_D	0.0	0	0	0	0	0	0	0
1854	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	0.5	 	 	 	"1/2"""	11.13	PC	V223257	預製					E	V223257_E	0.0	0	0	0	0	0	0	0
1855	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223182	預製	13.0		12.0	12.0	-	V223182_-	0.0	0	0	0	0	0	0	0
1856	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223182	預製					A	V223182_A	0.0	0	0	0	0	0	0	0
1857	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223182	預製					B	V223182_B	0.0	0	0	0	0	0	0	0
1858	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223182	預製					D	V223182_D	12.0	12	-12	0	0	0	0	0
1859	碳鋼	620	GLOBE VALVE CL2500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS (STUB : SMLS BE S-160 A106-B) NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	1	 	 	 	"1"""	11.13	PC	V223182	預製					E	V223182_E	0.0	0	0	0	0	0	0	0
1860	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	1	 	 	 	"1"""	11.13	PC	V03403	預製	47.0		26.0	26.0	-	V03403_-	0.0	0	0	0	0	0	0	0
1861	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	1	 	 	 	"1"""	11.13	PC	V03403	預製					A	V03403_A	15.0	15	-15	0	0	0	0	0
1862	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	1	 	 	 	"1"""	11.13	PC	V03403	預製					B	V03403_B	0.0	0	0	0	0	0	0	0
1863	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	1	 	 	 	"1"""	11.13	PC	V03403	預製					D	V03403_D	11.0	11	-11	0	0	0	0	0
1864	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	1	 	 	 	"1"""	11.13	PC	V03403	預製					E	V03403_E	0.0	0	0	0	0	0	0	0
1865	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	0.75	 	 	 	"3/4"""	11.13	PC	V03404	預製	1.0		1.0	1.0	-	V03404_-	0.0	0	0	0	0	0	0	0
1866	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	0.75	 	 	 	"3/4"""	11.13	PC	V03404	預製					A	V03404_A	0.0	0	0	0	0	0	0	0
1867	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	0.75	 	 	 	"3/4"""	11.13	PC	V03404	預製					B	V03404_B	0.0	0	0	0	0	0	0	0
1868	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	0.75	 	 	 	"3/4"""	11.13	PC	V03404	預製					D	V03404_D	1.0	1	-1	0	0	0	0	0
1869	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API   	0.75	 	 	 	"3/4"""	11.13	PC	V03404	預製					E	V03404_E	0.0	0	0	0	0	0	0	0
1870	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API LOW EMIS   (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	2	 	 	 	"2"""	11.13	PC	V22243	預製	1.0		1.0	1.0	-	V22243_-	0.0	0	0	0	0	0	0	0
1871	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API LOW EMIS   (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	2	 	 	 	"2"""	11.13	PC	V22243	預製					A	V22243_A	0.0	0	0	0	0	0	0	0
1872	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API LOW EMIS   (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	2	 	 	 	"2"""	11.13	PC	V22243	預製					B	V22243_B	0.0	0	0	0	0	0	0	0
1873	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API LOW EMIS   (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	2	 	 	 	"2"""	11.13	PC	V22243	預製					D	V22243_D	1.0	1	-1	0	0	0	0	0
1874	碳鋼	620	GLOBE VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 PLUG-D OS&Y BB API LOW EMIS   (FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B)	2	 	 	 	"2"""	11.13	PC	V22243	預製					E	V22243_E	0.0	0	0	0	0	0	0	0
1875	碳鋼	630	CHECK VALVE CL150 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	4	 	 	 	"4"""	11.13	PC	V08225	安裝	3.0		1.0	1.0	-	V08225_-	0.0	0	0	0	0	0	0	0
1876	碳鋼	630	CHECK VALVE CL150 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	4	 	 	 	"4"""	11.13	PC	V08225	安裝					A	V08225_A	1.0	1	-1	0	0	0	0	0
1877	碳鋼	630	CHECK VALVE CL150 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	4	 	 	 	"4"""	11.13	PC	V08225	安裝					B	V08225_B	0.0	0	0	0	0	0	0	0
1878	碳鋼	630	CHECK VALVE CL150 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	4	 	 	 	"4"""	11.13	PC	V08225	安裝					D	V08225_D	0.0	0	0	0	0	0	0	0
1879	碳鋼	630	CHECK VALVE CL150 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	4	 	 	 	"4"""	11.13	PC	V08225	安裝					E	V08225_E	0.0	0	0	0	0	0	0	0
1880	碳鋼	630	CHECK VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D LIFT W/ SPRG WC API (STUB : SMLS BE XXS A106-B) NACE	0.75	 	 	 	"3/4"""	11.13	PC	V110616	安裝	1.0		1.0	1.0	-	V110616_-	0.0	0	0	0	0	0	0	0
1881	碳鋼	630	CHECK VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D LIFT W/ SPRG WC API (STUB : SMLS BE XXS A106-B) NACE	0.75	 	 	 	"3/4"""	11.13	PC	V110616	安裝					A	V110616_A	0.0	0	0	0	0	0	0	0
1882	碳鋼	630	CHECK VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D LIFT W/ SPRG WC API (STUB : SMLS BE XXS A106-B) NACE	0.75	 	 	 	"3/4"""	11.13	PC	V110616	安裝					B	V110616_B	1.0	1	-1	0	0	0	0	0
1883	碳鋼	630	CHECK VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D LIFT W/ SPRG WC API (STUB : SMLS BE XXS A106-B) NACE	0.75	 	 	 	"3/4"""	11.13	PC	V110616	安裝					D	V110616_D	0.0	0	0	0	0	0	0	0
1884	碳鋼	630	CHECK VALVE CL1500 BW-STUB CS A105 BODY SS 316-TR STLD-S&D LIFT W/ SPRG WC API (STUB : SMLS BE XXS A106-B) NACE	0.75	 	 	 	"3/4"""	11.13	PC	V110616	安裝					E	V110616_E	0.0	0	0	0	0	0	0	0
1885	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	8	 	 	 	"8"""	11.13	PC	V08249	安裝	2.0		2.0	2.0	-	V08249_-	0.0	0	0	0	0	0	0	0
1886	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	8	 	 	 	"8"""	11.13	PC	V08249	安裝					A	V08249_A	0.0	0	0	0	0	0	0	0
1887	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	8	 	 	 	"8"""	11.13	PC	V08249	安裝					B	V08249_B	0.0	0	0	0	0	0	0	0
1888	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	8	 	 	 	"8"""	11.13	PC	V08249	安裝					D	V08249_D	2.0	2	-2	0	0	0	0	0
1889	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	8	 	 	 	"8"""	11.13	PC	V08249	安裝					E	V08249_E	0.0	0	0	0	0	0	0	0
1890	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	6	 	 	 	"6"""	11.13	PC	V08250	安裝	2.0		2.0	2.0	-	V08250_-	0.0	0	0	0	0	0	0	0
1891	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	6	 	 	 	"6"""	11.13	PC	V08250	安裝					A	V08250_A	0.0	0	0	0	0	0	0	0
1892	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	6	 	 	 	"6"""	11.13	PC	V08250	安裝					B	V08250_B	0.0	0	0	0	0	0	0	0
1893	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	6	 	 	 	"6"""	11.13	PC	V08250	安裝					D	V08250_D	2.0	2	-2	0	0	0	0	0
1894	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	6	 	 	 	"6"""	11.13	PC	V08250	安裝					E	V08250_E	0.0	0	0	0	0	0	0	0
1895	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	3	 	 	 	"3"""	11.13	PC	V08254	安裝	4.0		4.0	4.0	-	V08254_-	0.0	0	0	0	0	0	0	0
1896	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	3	 	 	 	"3"""	11.13	PC	V08254	安裝					A	V08254_A	2.0	2	-2	0	0	0	0	0
1897	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	3	 	 	 	"3"""	11.13	PC	V08254	安裝					B	V08254_B	0.0	0	0	0	0	0	0	0
1898	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	3	 	 	 	"3"""	11.13	PC	V08254	安裝					D	V08254_D	2.0	2	-2	0	0	0	0	0
1899	碳鋼	630	CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   	3	 	 	 	"3"""	11.13	PC	V08254	安裝					E	V08254_E	0.0	0	0	0	0	0	0	0
1900	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	2	 	 	 	"2"""	11.13	PC	V19424	預製	6.0		3.0	3.0	-	V19424_-	0.0	0	0	0	0	0	0	0
1901	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	2	 	 	 	"2"""	11.13	PC	V19424	預製					A	V19424_A	0.0	0	0	0	0	0	0	0
1902	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	2	 	 	 	"2"""	11.13	PC	V19424	預製					B	V19424_B	0.0	0	0	0	0	0	0	0
1903	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	2	 	 	 	"2"""	11.13	PC	V19424	預製					D	V19424_D	3.0	3	-3	0	0	0	0	0
1904	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	2	 	 	 	"2"""	11.13	PC	V19424	預製					E	V19424_E	0.0	0	0	0	0	0	0	0
1905	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	1	 	 	 	"1"""	11.13	PC	V19421	預製	36.0		15.0	14.0	-	V19421_-	0.0	0	0	0	0	0	0	0
1906	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	1	 	 	 	"1"""	11.13	PC	V19421	預製					A	V19421_A	4.0	4	-4	0	0	0	0	0
1907	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	1	 	 	 	"1"""	11.13	PC	V19421	預製					B	V19421_B	4.0	4	-4	0	0	0	0	0
1908	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	1	 	 	 	"1"""	11.13	PC	V19421	預製					D	V19421_D	6.0	6	-6	0	0	0	0	0
1909	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	1	 	 	 	"1"""	11.13	PC	V19421	預製					E	V19421_E	0.0	0	0	0	0	0	0	0
1910	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	0.75	 	 	 	"3/4"""	11.13	PC	V19420	預製	9.0		1.0	1.0	-	V19420_-	0.0	0	0	0	0	0	0	0
1911	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	0.75	 	 	 	"3/4"""	11.13	PC	V19420	預製					A	V19420_A	0.0	0	0	0	0	0	0	0
1912	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	0.75	 	 	 	"3/4"""	11.13	PC	V19420	預製					B	V19420_B	0.0	0	0	0	0	0	0	0
1913	碳鋼	630	CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   	0.75	 	 	 	"3/4"""	11.13	PC	V19420	預製					D	V19420_D	1.0	1	-1	0	0	0	0	0
