	管線材質	ORDER_SEQ	品名	SIZE1	SIZE2	SCH1	SCH2	SIZE_LAYOUT	厚度	UNIT	IDENT_CODE	中文說明	用料時機	採購量	可領用量	合計	合計2	項目	設計需求	採購需求	缺料狀況	7月2日	7月9日	7月10日	7月11日	8月15日	8月22日	8月24日	重組
911	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F00373	盲板	安裝					A	0.0	0	0	0	0	0	0	0	0	0	F00373_A
912	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F00373	盲板	安裝					B	0.0	0	0	0	0	0	0	0	0	0	F00373_B
913	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F00373	盲板	安裝					D	1.0	1	-1	0	0	0	0	0	0	0	F00373_D
914	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F00373	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F00373_E
915	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F00369	盲板	安裝	18.0		1.0	1.0	-	0.0	0	0	0	0	0	0	0	0	0	F00369_-
916	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F00369	盲板	安裝					A	0.0	0	0	0	0	0	0	0	0	0	F00369_A
917	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F00369	盲板	安裝					B	0.0	0	0	0	0	0	0	0	0	0	F00369_B
918	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F00369	盲板	安裝					D	1.0	1	-1	0	0	0	0	0	0	0	F00369_D
919	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F00369	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F00369_E
920	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	1.5	 	 	 	"1-1/2"""	7.82	PC	F00363	盲板	安裝	4.0		3.0	3.0	-	0.0	0	0	0	0	0	0	0	0	0	F00363_-
921	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	1.5	 	 	 	"1-1/2"""	7.82	PC	F00363	盲板	安裝					A	3.0	3	-3	0	0	0	0	0	0	0	F00363_A
922	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	1.5	 	 	 	"1-1/2"""	7.82	PC	F00363	盲板	安裝					B	0.0	0	0	0	0	0	0	0	0	0	F00363_B
923	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	1.5	 	 	 	"1-1/2"""	7.82	PC	F00363	盲板	安裝					D	0.0	0	0	0	0	0	0	0	0	0	F00363_D
924	碳鋼	411	BLIND FLANGE CL150 RF CS A105  ASME   	1.5	 	 	 	"1-1/2"""	7.82	PC	F00363	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F00363_E
925	碳鋼	411	BLIND FLANGE CL1500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	0.75	 	 	 	"3/4"""	7.82	PC	F204821	盲板	安裝	10.0		1.0	1.0	-	0.0	0	0	0	0	0	0	0	0	0	F204821_-
926	碳鋼	411	BLIND FLANGE CL1500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	0.75	 	 	 	"3/4"""	7.82	PC	F204821	盲板	安裝					A	0.0	0	0	0	0	0	0	0	0	0	F204821_A
927	碳鋼	411	BLIND FLANGE CL1500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	0.75	 	 	 	"3/4"""	7.82	PC	F204821	盲板	安裝					B	1.0	1	-1	0	0	0	0	0	0	0	F204821_B
928	碳鋼	411	BLIND FLANGE CL1500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	0.75	 	 	 	"3/4"""	7.82	PC	F204821	盲板	安裝					D	0.0	0	0	0	0	0	0	0	0	0	F204821_D
929	碳鋼	411	BLIND FLANGE CL1500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	0.75	 	 	 	"3/4"""	7.82	PC	F204821	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F204821_E
930	碳鋼	411	BLIND FLANGE CL2500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	1	 	 	 	"1"""	7.82	PC	F59038	盲板	安裝	14.0		12.0	12.0	-	0.0	0	0	0	0	0	0	0	0	0	F59038_-
931	碳鋼	411	BLIND FLANGE CL2500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	1	 	 	 	"1"""	7.82	PC	F59038	盲板	安裝					A	0.0	0	0	0	0	0	0	0	0	0	F59038_A
932	碳鋼	411	BLIND FLANGE CL2500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	1	 	 	 	"1"""	7.82	PC	F59038	盲板	安裝					B	1.0	1	-1	0	0	0	0	0	0	0	F59038_B
933	碳鋼	411	BLIND FLANGE CL2500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	1	 	 	 	"1"""	7.82	PC	F59038	盲板	安裝					D	11.0	11	-11	0	0	0	0	0	0	0	F59038_D
934	碳鋼	411	BLIND FLANGE CL2500 RJ CS A105  ASME  NACE(IMPACT TEST at -1 DEG. C)	1	 	 	 	"1"""	7.82	PC	F59038	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F59038_E
935	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	8	 	 	 	"8"""	7.82	PC	F01113	盲板	安裝	1.0		1.0	1.0	-	0.0	0	0	0	0	0	0	0	0	0	F01113_-
936	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	8	 	 	 	"8"""	7.82	PC	F01113	盲板	安裝					A	0.0	0	0	0	0	0	0	0	0	0	F01113_A
937	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	8	 	 	 	"8"""	7.82	PC	F01113	盲板	安裝					B	0.0	0	0	0	0	0	0	0	0	0	F01113_B
938	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	8	 	 	 	"8"""	7.82	PC	F01113	盲板	安裝					D	1.0	1	-1	0	0	0	0	0	0	0	F01113_D
939	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	8	 	 	 	"8"""	7.82	PC	F01113	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F01113_E
940	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F01118	盲板	安裝	5.0		5.0	5.0	-	0.0	0	0	0	0	0	0	0	0	0	F01118_-
941	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F01118	盲板	安裝					A	0.0	0	0	0	0	0	0	0	0	0	F01118_A
942	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F01118	盲板	安裝					B	0.0	0	0	0	0	0	0	0	0	0	F01118_B
943	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F01118	盲板	安裝					D	5.0	5	-5	0	0	0	0	0	0	0	F01118_D
944	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	3	 	 	 	"3"""	7.82	PC	F01118	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F01118_E
945	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F01123	盲板	安裝	29.0		15.0	15.0	-	0.0	0	0	0	0	0	0	0	0	0	F01123_-
946	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F01123	盲板	安裝					A	0.0	0	0	0	0	0	0	0	0	0	F01123_A
947	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F01123	盲板	安裝					B	8.0	8	-8	0	0	0	0	0	0	0	F01123_B
948	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F01123	盲板	安裝					D	7.0	7	-7	0	0	0	0	0	0	0	F01123_D
949	碳鋼	411	BLIND FLANGE CL300 RF CS A105  ASME   	2	 	 	 	"2"""	7.82	PC	F01123	盲板	安裝					E	0.0	0	0	0	0	0	0	0	0	0	F01123_E
950	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F06075	法蘭	預製	26.0		19.0	19.0	-	0.0	0	0	0	0	0	0	0	0	0	F06075_-
951	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F06075	法蘭	預製					A	14.0	14	0	14	0	0	0	0	0	0	F06075_A
952	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F06075	法蘭	預製					B	3.0	3	0	3	0	0	0	0	0	0	F06075_B
953	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F06075	法蘭	預製					D	2.0	2	0	2	0	0	0	0	0	0	F06075_D
954	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F06075	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F06075_E
955	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-160	 	"1"" S-160"	6.35	PC	F07042	法蘭	預製	1.0		1.0	1.0	-	0.0	0	0	0	0	0	0	0	0	0	F07042_-
956	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-160	 	"1"" S-160"	6.35	PC	F07042	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F07042_A
957	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-160	 	"1"" S-160"	6.35	PC	F07042	法蘭	預製					B	1.0	1	-1	0	0	0	0	0	0	0	F07042_B
958	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-160	 	"1"" S-160"	6.35	PC	F07042	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F07042_D
959	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-160	 	"1"" S-160"	6.35	PC	F07042	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F07042_E
960	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F06073	法蘭	預製	86.0		47.0	46.0	-	0.0	0	0	0	0	0	0	0	0	0	F06073_-
961	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F06073	法蘭	預製					A	3.0	3	0	3	0	0	0	0	0	0	F06073_A
962	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F06073	法蘭	預製					B	32.0	32	-4	28	0	0	0	0	0	0	F06073_B
963	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F06073	法蘭	預製					D	11.0	11	-11	0	0	0	0	0	0	0	F06073_D
964	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F06073	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F06073_E
965	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F06072	法蘭	預製	70.0		30.0	30.0	-	0.0	0	0	0	0	0	0	0	0	0	F06072_-
966	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F06072	法蘭	預製					A	22.0	22	1	23	0	0	0	0	0	0	F06072_A
967	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F06072	法蘭	預製					B	6.0	6	0	6	0	0	0	0	0	0	F06072_B
968	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F06072	法蘭	預製					D	2.0	2	0	2	0	0	0	0	0	0	F06072_D
969	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F06072	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F06072_E
970	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F06071	法蘭	預製	473.0		28.0	28.0	-	0.0	0	0	0	0	0	0	0	0	0	F06071_-
971	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F06071	法蘭	預製					A	28.0	28	5	33	0	0	0	0	0	0	F06071_A
972	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F06071	法蘭	預製					B	0.0	0	0	0	0	0	0	0	0	0	F06071_B
973	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F06071	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F06071_D
974	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F06071	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F06071_E
975	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F60065	法蘭	預製	4.0		4.0	4.0	-	0.0	0	0	0	0	0	0	0	0	0	F60065_-
976	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F60065	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F60065_A
977	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F60065	法蘭	預製					B	4.0	4	-4	0	0	0	0	0	0	0	F60065_B
978	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F60065	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F60065_D
979	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F60065	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F60065_E
980	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-160	 	"1"" S-160"	6.35	PC	F145771	法蘭	預製	11.0		5.0	5.0	-	0.0	0	0	0	0	0	0	0	0	0	F145771_-
981	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-160	 	"1"" S-160"	6.35	PC	F145771	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F145771_A
982	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-160	 	"1"" S-160"	6.35	PC	F145771	法蘭	預製					B	5.0	5	-5	0	0	0	0	0	0	0	F145771_B
983	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-160	 	"1"" S-160"	6.35	PC	F145771	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F145771_D
984	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-160	 	"1"" S-160"	6.35	PC	F145771	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F145771_E
985	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-80	 	"1"" S-80"	4.55	PC	F60026	法蘭	預製	8.0		8.0	8.0	-	0.0	0	0	0	0	0	0	0	0	0	F60026_-
986	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-80	 	"1"" S-80"	4.55	PC	F60026	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F60026_A
987	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-80	 	"1"" S-80"	4.55	PC	F60026	法蘭	預製					B	8.0	8	-8	0	0	0	0	0	0	0	F60026_B
988	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-80	 	"1"" S-80"	4.55	PC	F60026	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F60026_D
989	碳鋼	412	SW FLANGE CL150 RF CS A105  ASME  NACE	1	 	S-80	 	"1"" S-80"	4.55	PC	F60026	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F60026_E
990	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F14988	法蘭	預製	4.0		3.0	3.0	-	0.0	0	0	0	0	0	0	0	0	0	F14988_-
991	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F14988	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F14988_A
992	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F14988	法蘭	預製					B	3.0	3	-1	2	0	0	0	0	0	0	F14988_B
993	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F14988	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F14988_D
994	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F14988	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F14988_E
995	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F130601	法蘭	預製	3.0		2.0	2.0	-	0.0	0	0	0	0	0	0	0	0	0	F130601_-
996	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F130601	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F130601_A
997	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F130601	法蘭	預製					B	0.0	0	0	0	0	0	0	0	0	0	F130601_B
998	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F130601	法蘭	預製					D	2.0	2	-2	0	0	0	0	0	0	0	F130601_D
999	碳鋼	412	SW FLANGE CL2500 RJ CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F130601	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F130601_E
1000	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F04169	法蘭	預製	14.0		6.0	6.0	-	0.0	0	0	0	0	0	0	0	0	0	F04169_-
1001	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F04169	法蘭	預製					A	2.0	2	0	2	0	0	0	0	0	0	F04169_A
1002	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F04169	法蘭	預製					B	0.0	0	0	0	0	0	0	0	0	0	F04169_B
1003	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F04169	法蘭	預製					D	4.0	4	-4	0	0	0	0	0	0	0	F04169_D
1004	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1.5	 	S-80	 	"1-1/2"" S-80"	5.08	PC	F04169	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F04169_E
1005	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F04167	法蘭	預製	98.0		72.0	72.0	-	0.0	0	0	0	0	0	0	0	0	0	F04167_-
1006	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F04167	法蘭	預製					A	13.0	13	0	13	0	0	0	0	0	0	F04167_A
1007	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F04167	法蘭	預製					B	44.0	44	-30	14	0	0	0	0	0	0	F04167_B
1008	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F04167	法蘭	預製					D	15.0	15	-15	0	0	0	0	0	0	0	F04167_D
1009	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	1	 	S-80	 	"1"" S-80"	4.55	PC	F04167	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F04167_E
1010	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F04166	法蘭	預製	51.0		28.0	28.0	-	0.0	0	0	0	0	0	0	0	0	0	F04166_-
1011	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F04166	法蘭	預製					A	14.0	14	0	14	0	0	0	0	0	0	F04166_A
1012	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F04166	法蘭	預製					B	10.0	10	-9	1	0	0	0	0	0	0	F04166_B
1013	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F04166	法蘭	預製					D	4.0	4	0	4	0	0	0	0	0	0	F04166_D
1014	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.75	 	S-80	 	"3/4"" S-80"	3.91	PC	F04166	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F04166_E
1015	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F04165	法蘭	預製	77.0		8.0	8.0	-	0.0	0	0	0	0	0	0	0	0	0	F04165_-
1016	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F04165	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F04165_A
1017	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F04165	法蘭	預製					B	4.0	4	-2	2	0	0	0	0	0	0	F04165_B
1018	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F04165	法蘭	預製					D	4.0	4	-4	0	0	0	0	0	0	0	F04165_D
1019	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME   	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F04165	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F04165_E
1020	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.75	 	S-160	 	"3/4"" S-160"	5.56	PC	F135941	法蘭	預製	3.0		2.0	2.0	-	0.0	0	0	0	0	0	0	0	0	0	F135941_-
1021	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.75	 	S-160	 	"3/4"" S-160"	5.56	PC	F135941	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F135941_A
1022	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.75	 	S-160	 	"3/4"" S-160"	5.56	PC	F135941	法蘭	預製					B	2.0	2	-2	0	0	0	0	0	0	0	F135941_B
1023	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.75	 	S-160	 	"3/4"" S-160"	5.56	PC	F135941	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F135941_D
1024	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.75	 	S-160	 	"3/4"" S-160"	5.56	PC	F135941	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F135941_E
1025	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F60691	法蘭	預製	2.0		2.0	2.0	-	0.0	0	0	0	0	0	0	0	0	0	F60691_-
1026	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F60691	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F60691_A
1027	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F60691	法蘭	預製					B	2.0	2	-2	0	0	0	0	0	0	0	F60691_B
1028	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F60691	法蘭	預製					D	0.0	0	0	0	0	0	0	0	0	0	F60691_D
1029	碳鋼	412	SW FLANGE CL300 RF CS A105  ASME  NACE	0.5	 	S-80	 	"1/2"" S-80"	3.73	PC	F60691	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F60691_E
1030	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	10	 	S-40	 	"10"" S-40"	9.27	PC	F03918	法蘭	預製	2.0		1.0	1.0	-	0.0	0	0	0	0	0	0	0	0	0	F03918_-
1031	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	10	 	S-40	 	"10"" S-40"	9.27	PC	F03918	法蘭	預製					A	0.0	0	0	0	0	0	0	0	0	0	F03918_A
1032	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	10	 	S-40	 	"10"" S-40"	9.27	PC	F03918	法蘭	預製					B	0.0	0	0	0	0	0	0	0	0	0	F03918_B
1033	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	10	 	S-40	 	"10"" S-40"	9.27	PC	F03918	法蘭	預製					D	1.0	1	0	1	0	0	0	0	0	0	F03918_D
1034	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	10	 	S-40	 	"10"" S-40"	9.27	PC	F03918	法蘭	預製					E	0.0	0	0	0	0	0	0	0	0	0	F03918_E
1035	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	8	 	S-40	 	"8"" S-40"	8.18	PC	F03917	法蘭	預製	35.0		8.0	8.0	-	0.0	0	0	0	0	0	0	0	0	0	F03917_-
1036	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	8	 	S-40	 	"8"" S-40"	8.18	PC	F03917	法蘭	預製					A	4.0	4	0	4	0	0	0	0	0	0	F03917_A
1037	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	8	 	S-40	 	"8"" S-40"	8.18	PC	F03917	法蘭	預製					B	0.0	0	0	0	0	0	0	0	0	0	F03917_B
1038	碳鋼	415	WN FLANGE CL150 RF CS A105  ASME   	8	 	S-40	 	"8"" S-40"	8.18	PC	F03917	法蘭	預製					D	4.0	4	0	4	0	0	0	0	0	0	F03917_D
