管線材質,ORDER_SEQ,品名,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,用料時機,採購量,可領用量,合計,合計2,項目,重組,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.75, , , ,"3/4""",6.35,PC,V119140,預製,,,,,B,V119140_B,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.75, , , ,"3/4""",6.35,PC,V119140,預製,,,,,D,V119140_D,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.75, , , ,"3/4""",6.35,PC,V119140,預製,,,,,E,V119140_E,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.5, , , ,"1/2""",6.35,PC,V119139,預製,4,,2,2,-,V119139_-,2,2,-2,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.5, , , ,"1/2""",6.35,PC,V119139,預製,,,,,A,V119139_A,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.5, , , ,"1/2""",6.35,PC,V119139,預製,,,,,B,V119139_B,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.5, , , ,"1/2""",6.35,PC,V119139,預製,,,,,D,V119139_D,0,0,0,0,0,0,0,0
不銹鋼304L,610,GATE VALVE CL800 SW/ FNPT SS A182-F304L BODY SS 316 AND HF-TR API TR #12 SLD-WG OS&Y BB API  NACE,0.5, , , ,"1/2""",6.35,PC,V119139,預製,,,,,E,V119139_E,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.5, ,S-160, ,"1/2"" S-160",4.78,PC,V226602,預製,4,,4,4,-,V226602_-,4,4,-4,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.5, ,S-160, ,"1/2"" S-160",4.78,PC,V226602,預製,,,,,A,V226602_A,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.5, ,S-160, ,"1/2"" S-160",4.78,PC,V226602,預製,,,,,B,V226602_B,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.5, ,S-160, ,"1/2"" S-160",4.78,PC,V226602,預製,,,,,D,V226602_D,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),0.5, ,S-160, ,"1/2"" S-160",4.78,PC,V226602,預製,,,,,E,V226602_E,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, ,S-160, ,"1"" S-160",6.35,PC,V226652,預製,3,,3,3,-,V226652_-,3,3,-3,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, ,S-160, ,"1"" S-160",6.35,PC,V226652,預製,,,,,A,V226652_A,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, ,S-160, ,"1"" S-160",6.35,PC,V226652,預製,,,,,B,V226652_B,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, ,S-160, ,"1"" S-160",6.35,PC,V226652,預製,,,,,D,V226652_D,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A182-F304L BODY SS 304L-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),1, ,S-160, ,"1"" S-160",6.35,PC,V226652,預製,,,,,E,V226652_E,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),6, ,S-160, ,"6"" S-160",18.26,PC,V226600,預製,3,,3,3,-,V226600_-,3,3,-3,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),6, ,S-160, ,"6"" S-160",18.26,PC,V226600,預製,,,,,A,V226600_A,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),6, ,S-160, ,"6"" S-160",18.26,PC,V226600,預製,,,,,B,V226600_B,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),6, ,S-160, ,"6"" S-160",18.26,PC,V226600,預製,,,,,D,V226600_D,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),6, ,S-160, ,"6"" S-160",18.26,PC,V226600,預製,,,,,E,V226600_E,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),4, ,S-160, ,"4"" S-160",13.49,PC,V226599,預製,2,,2,2,-,V226599_-,2,2,-2,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),4, ,S-160, ,"4"" S-160",13.49,PC,V226599,預製,,,,,A,V226599_A,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),4, ,S-160, ,"4"" S-160",13.49,PC,V226599,預製,,,,,B,V226599_B,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),4, ,S-160, ,"4"" S-160",13.49,PC,V226599,預製,,,,,D,V226599_D,0,0,0,0,0,0,0,0
不銹鋼304L,620,GLOBE VALVE CL1500 BW SS A351-CF3 BODY SS 304L-TR STLD-S&D PLUG-D OS&Y PSB Y-PAT GR OP API LOW EMIS  NACE(FUGITIVE EMISSION:ISO 15848 TIGHTNESS CLASS B),4, ,S-160, ,"4"" S-160",13.49,PC,V226599,預製,,,,,E,V226599_E,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL150 RF SS A351-CF3 BODY SS 316 AND HF TR API TR #12 SWING BC API ASME  NACE,3, , , ,"3""",13.49,PC,V119243,安裝,2,,2,2,-,V119243_-,2,2,-2,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL150 RF SS A351-CF3 BODY SS 316 AND HF TR API TR #12 SWING BC API ASME  NACE,3, , , ,"3""",13.49,PC,V119243,安裝,,,,,A,V119243_A,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL150 RF SS A351-CF3 BODY SS 316 AND HF TR API TR #12 SWING BC API ASME  NACE,3, , , ,"3""",13.49,PC,V119243,安裝,,,,,B,V119243_B,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL150 RF SS A351-CF3 BODY SS 316 AND HF TR API TR #12 SWING BC API ASME  NACE,3, , , ,"3""",13.49,PC,V119243,安裝,,,,,D,V119243_D,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL150 RF SS A351-CF3 BODY SS 316 AND HF TR API TR #12 SWING BC API ASME  NACE,3, , , ,"3""",13.49,PC,V119243,安裝,,,,,E,V119243_E,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL800 SW SS A182-F304L BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC API  NACE,1, , , ,"1""",13.49,PC,V119237,預製,1,,1,1,-,V119237_-,1,1,-1,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL800 SW SS A182-F304L BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC API  NACE,1, , , ,"1""",13.49,PC,V119237,預製,,,,,A,V119237_A,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL800 SW SS A182-F304L BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC API  NACE,1, , , ,"1""",13.49,PC,V119237,預製,,,,,B,V119237_B,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL800 SW SS A182-F304L BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC API  NACE,1, , , ,"1""",13.49,PC,V119237,預製,,,,,D,V119237_D,0,0,0,0,0,0,0,0
不銹鋼304L,630,CHECK VALVE CL800 SW SS A182-F304L BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC API  NACE,1, , , ,"1""",13.49,PC,V119237,預製,,,,,E,V119237_E,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302201,預製,1,,1,1,-,ST-302201_-,1,1,-1,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302201,預製,,,,,A,ST-302201_A,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302201,預製,,,,,B,ST-302201_B,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302201,預製,,,,,D,ST-302201_D,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302201,預製,,,,,E,ST-302201_E,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302202,預製,1,,1,1,-,ST-302202_-,1,1,-1,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302202,預製,,,,,A,ST-302202_A,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302202,預製,,,,,B,ST-302202_B,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302202,預製,,,,,D,ST-302202_D,0,0,0,0,0,0,0,0
不銹鋼304L,999,"4"", T-TYPE STRAINER, CL150, BW, SS 304LBODY SS 304L SCREEN, TECH. D.SHT", , , , ,"1""",13.49,PC,ST-302202,預製,,,,,E,ST-302202_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,10, ,S-40S, ,"10"" S-40S",9.27,M,P46002,預製,60,,54.1,54.1,-,P46002_-,54.1,60,-30,0,30,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,10, ,S-40S, ,"10"" S-40S",9.27,M,P46002,預製,,,,,A,P46002_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,10, ,S-40S, ,"10"" S-40S",9.27,M,P46002,預製,,,,,B,P46002_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,10, ,S-40S, ,"10"" S-40S",9.27,M,P46002,預製,,,,,D,P46002_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,10, ,S-40S, ,"10"" S-40S",9.27,M,P46002,預製,,,,,E,P46002_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,8, ,S-40S, ,"8"" S-40S",8.18,M,P220756,預製,6,,1,1,-,P220756_-,1,6,0,0,6,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,8, ,S-40S, ,"8"" S-40S",8.18,M,P220756,預製,,,,,A,P220756_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,8, ,S-40S, ,"8"" S-40S",8.18,M,P220756,預製,,,,,B,P220756_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,8, ,S-40S, ,"8"" S-40S",8.18,M,P220756,預製,,,,,D,P220756_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,8, ,S-40S, ,"8"" S-40S",8.18,M,P220756,預製,,,,,E,P220756_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,6, ,S-40S, ,"6"" S-40S",7.11,M,P220718,預製,36,,32.3,32.42,-,P220718_-,32.42,36,0,0,36,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,6, ,S-40S, ,"6"" S-40S",7.11,M,P220718,預製,,,,,A,P220718_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,6, ,S-40S, ,"6"" S-40S",7.11,M,P220718,預製,,,,,B,P220718_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,6, ,S-40S, ,"6"" S-40S",7.11,M,P220718,預製,,,,,D,P220718_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,6, ,S-40S, ,"6"" S-40S",7.11,M,P220718,預製,,,,,E,P220718_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,4, ,S-40S, ,"4"" S-40S",6.02,M,P220675,預製,30,,28.4,28.52,-,P220675_-,28.52,36,-6,0,30,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,4, ,S-40S, ,"4"" S-40S",6.02,M,P220675,預製,,,,,A,P220675_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,4, ,S-40S, ,"4"" S-40S",6.02,M,P220675,預製,,,,,B,P220675_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,4, ,S-40S, ,"4"" S-40S",6.02,M,P220675,預製,,,,,D,P220675_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,4, ,S-40S, ,"4"" S-40S",6.02,M,P220675,預製,,,,,E,P220675_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,3, ,S-40S, ,"3"" S-40S",5.49,M,P220644,預製,6,,0.4,0.4,-,P220644_-,0.4,6,0,0,6,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,3, ,S-40S, ,"3"" S-40S",5.49,M,P220644,預製,,,,,A,P220644_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,3, ,S-40S, ,"3"" S-40S",5.49,M,P220644,預製,,,,,B,P220644_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,3, ,S-40S, ,"3"" S-40S",5.49,M,P220644,預製,,,,,D,P220644_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,3, ,S-40S, ,"3"" S-40S",5.49,M,P220644,預製,,,,,E,P220644_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,M,P104837,預製,6,,3.4,3.4,-,P104837_-,3.4,6,0,0,6,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,M,P104837,預製,,,,,A,P104837_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,M,P104837,預製,,,,,B,P104837_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,M,P104837,預製,,,,,D,P104837_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,M,P104837,預製,,,,,E,P104837_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1.5, ,S-160, ,"1-1/2"" S-160",7.14,M,P104797,預製,6,,0.8,0.8,-,P104797_-,0.8,6,0,0,6,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1.5, ,S-160, ,"1-1/2"" S-160",7.14,M,P104797,預製,,,,,A,P104797_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1.5, ,S-160, ,"1-1/2"" S-160",7.14,M,P104797,預製,,,,,B,P104797_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1.5, ,S-160, ,"1-1/2"" S-160",7.14,M,P104797,預製,,,,,D,P104797_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1.5, ,S-160, ,"1-1/2"" S-160",7.14,M,P104797,預製,,,,,E,P104797_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,M,P104741,預製,90,,78.6,78.3,-,P104741_-,78.3,90,-6,0,84,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,M,P104741,預製,,,,,A,P104741_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,M,P104741,預製,,,,,B,P104741_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,M,P104741,預製,,,,,D,P104741_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,M,P104741,預製,,,,,E,P104741_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,M,P104708,預製,612,,110.9,110.9,-,P104708_-,110.9,126,-6,0,120,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,M,P104708,預製,,,,,A,P104708_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,M,P104708,預製,,,,,B,P104708_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,M,P104708,預製,,,,,D,P104708_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.75, ,S-160, ,"3/4"" S-160",5.56,M,P104708,預製,,,,,E,P104708_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,M,P80830,預製,108,,0.4,0.4,-,P80830_-,0.4,6,0,0,6,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,M,P80830,預製,,,,,A,P80830_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,M,P80830,預製,,,,,B,P80830_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,M,P80830,預製,,,,,D,P80830_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE,0.5, ,S-80, ,"1/2"" S-80",3.73,M,P80830,預製,,,,,E,P80830_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),14, ,S-160, ,"14"" S-160",35.71,M,P137671,預製,48,,46,46,-,P137671_-,46,54,-6,0,48,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),14, ,S-160, ,"14"" S-160",35.71,M,P137671,預製,,,,,A,P137671_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),14, ,S-160, ,"14"" S-160",35.71,M,P137671,預製,,,,,B,P137671_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),14, ,S-160, ,"14"" S-160",35.71,M,P137671,預製,,,,,D,P137671_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),14, ,S-160, ,"14"" S-160",35.71,M,P137671,預製,,,,,E,P137671_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),12, ,S-160, ,"12"" S-160",33.32,M,P137605,預製,42,,38.2,38.2,-,P137605_-,38.2,48,-6,0,42,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),12, ,S-160, ,"12"" S-160",33.32,M,P137605,預製,,,,,A,P137605_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),12, ,S-160, ,"12"" S-160",33.32,M,P137605,預製,,,,,B,P137605_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),12, ,S-160, ,"12"" S-160",33.32,M,P137605,預製,,,,,D,P137605_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),12, ,S-160, ,"12"" S-160",33.32,M,P137605,預製,,,,,E,P137605_E,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),10, ,S-160, ,"10"" S-160",28.58,M,P137544,預製,18,,13.8,13.8,-,P137544_-,13.8,18,0,0,18,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),10, ,S-160, ,"10"" S-160",28.58,M,P137544,預製,,,,,A,P137544_A,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),10, ,S-160, ,"10"" S-160",28.58,M,P137544,預製,,,,,B,P137544_B,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),10, ,S-160, ,"10"" S-160",28.58,M,P137544,預製,,,,,D,P137544_D,0,0,0,0,0,0,0,0
不銹鋼321,102,PIPE SMLS BE SS A312-TP321  ASME  NACE (minimum thickness per -7% tolerance),10, ,S-160, ,"10"" S-160",28.58,M,P137544,預製,,,,,E,P137544_E,0,0,0,0,0,0,0,0
