管線材質,ORDER_SEQ,0,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,用料時機,採購量,可領用量,合計,合計2,項目,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL3000 SW CS A105  ASME   ,1.5, , , ,"1-1/2""",,PC,N00373,預製,291,,156,156,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,153,153,0,153,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,D,2,2,0,2,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL3000 SW CS A105  ASME   ,1, , , ,"1""",,PC,N00372,預製,784,,389,384,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,205,205,184,389,0,0,0,0
,,,,,,,,,,,,,,,,B,88,88,-88,0,0,0,0,0
,,,,,,,,,,,,,,,,D,91,91,-91,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL3000 SW CS A105  ASME   ,0.75, , , ,"3/4""",,PC,N00371,預製,296,,85,75,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,30,30,55,85,0,0,0,0
,,,,,,,,,,,,,,,,B,16,16,-16,0,0,0,0,0
,,,,,,,,,,,,,,,,D,29,29,-29,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL3000 SW CS A105  ASME   ,0.5, , , ,"1/2""",,PC,N00370,預製,802,,125,125,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,125,125,0,125,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL3000 SW CS A105  ASME  NACE,1.5, , , ,"1-1/2""",,PC,N195584,預製,20,,19,19,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,19,19,0,19,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL3000 SW CS A105  ASME  NACE,1, , , ,"1""",,PC,N195582,預製,11,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,2,2,0,0,0,0
,,,,,,,,,,,,,,,,B,8,8,-8,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL3000 SW CS A105  ASME  NACE,0.75, , , ,"3/4""",,PC,N195581,預製,11,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,0,2,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL6000 SW CS A105  ASME   ,1, , , ,"1""",,PC,N01247,預製,2,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW CL6000 SW CS A105  ASME  NACE,1, , , ,"1""",,PC,N126021,預製,28,,7,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,7,7,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,N02014,預製,73,,17,17,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,5,0,0
,,,,,,,,,,,,,,,,D,17,17,0,0,0,0,0,12
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,N02015,預製,115,,38,38,-,0,0,0,0,0,6,0,0
,,,,,,,,,,,,,,,,A,6,6,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,29,0,0
,,,,,,,,,,,,,,,,D,32,32,0,0,0,0,0,3
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,N02017,預製,119,,47,47,-,0,0,0,0,0,15,0,0
,,,,,,,,,,,,,,,,A,15,15,0,0,0,3,0,0
,,,,,,,,,,,,,,,,B,3,3,0,0,0,19,0,0
,,,,,,,,,,,,,,,,D,29,29,0,0,0,0,0,10
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,N02018,預製,130,,72,72,-,0,0,0,0,0,25,0,0
,,,,,,,,,,,,,,,,A,25,25,0,0,0,3,0,0
,,,,,,,,,,,,,,,,B,3,3,0,0,0,14,0,0
,,,,,,,,,,,,,,,,D,44,44,0,0,0,0,0,30
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,N01981,預製,202,,107,107,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,69,69,0,69,0,0,0,0
,,,,,,,,,,,,,,,,B,8,8,0,8,0,0,0,0
,,,,,,,,,,,,,,,,D,30,30,0,30,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,6, ,S-160, ,"6"" S-160",18.26,PC,N35505,預製,18,,17,17,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,14,14,-14,0,0,0,0,0
,,,,,,,,,,,,,,,,D,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,6, ,S-40, ,"6"" S-40",7.11,PC,N215112,預製,18,,5,5,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,5,5,-5,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,4, ,S-120, ,"4"" S-120",11.13,PC,N147835,預製,6,,6,6,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,6,6,-6,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,4, ,S-40, ,"4"" S-40",6.02,PC,N215070,預製,54,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,3, ,S-40, ,"3"" S-40",5.49,PC,N215040,預製,8,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,2,0,0
,,,,,,,,,,,,,,,,B,2,2,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,N121978,預製,46,,23,23,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,23,23,0,0,0,0,0,23
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,N119562,預製,25,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,8,8,0,8,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,N90466,預製,90,,86,86,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,86,86,0,0,0,0,0,86
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,N104540,預製,145,,13,13,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,13,13,0,0,0,0,0,13
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.5, ,S-160, ,"1/2"" S-160",4.78,PC,N90413,預製,160,,11,11,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,8,8,0,8,0,0,0,0
,,,,,,,,,,,,,,,,D,3,3,0,3,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8, ,S-140, ,"8"" S-140",20.62,PC,N75555,預製,3,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,3,3,-3,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1.5, , , ,"1-1/2""",,PC,S00121,預製,27,,15,15,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,14,14,0,14,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1, , , ,"1""",,PC,S00120,預製,87,,57,57,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,22,22,0,22,0,0,0,0
,,,,,,,,,,,,,,,,B,26,26,0,26,0,0,0,0
,,,,,,,,,,,,,,,,D,9,9,0,9,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,0.75, , , ,"3/4""",,PC,S00119,預製,46,,13,13,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,4,4,0,4,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,9,9,0,9,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1.5, , , ,"1-1/2""",,PC,S298005,預製,2,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,0,2,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1, , , ,"1""",,PC,S298003,預製,2,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,2,2,0,2,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE CL6000 SW CS A105  ASME  NACE,1, , , ,"1""",,PC,S195631,預製,5,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,3,3,0,3,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,S06651,預製,11,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,3,3,0,0,0,0,0,3
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,S06650,預製,15,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,2,0,0
,,,,,,,,,,,,,,,,D,2,2,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,S06648,預製,11,,5,5,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,2,2,0,0,0,0,0,2
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,3,3,0,0,0,0,0,3
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,S06647,預製,15,,12,12,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,5,5,-5,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,6,6,-3,0,0,0,0,3
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,S06685,預製,55,,14,14,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,11,11,0,11,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,3,0,0
,,,,,,,,,,,,,,,,D,3,3,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,S157818,預製,8,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,0,4,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,S155393,預製,7,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,3,3,0,3,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,S126430,預製,22,,21,21,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,21,21,-21,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,S196758,預製,14,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,0,0,0,0,0,1
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,0.75, , ,"1-1/2"" X 3/4""",,PC,R01455,預製,7,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,3,3,0,3,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,1, , ,"1-1/2"" X 1""",,PC,R01456,預製,9,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,8,8,-7,1,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1,0.75, , ,"1"" X 3/4""",,PC,R01452,預製,32,,9,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,9,9,0,0,0,0
,,,,,,,,,,,,,,,,B,6,6,-6,0,0,0,0,0
,,,,,,,,,,,,,,,,D,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME  NACE,1.5,0.75, , ,"1-1/2"" X 3/4""",,PC,R7198466,預製,5,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,4,4,0,4,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,8,4,S-40,S-40,"8"" S-40 X 4"" S-40",,PC,R25994,預製,7,,4,4,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,2,0,0
,,,,,,,,,,,,,,,,D,4,4,0,0,0,0,0,2
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,6,4,S-40,S-40,"6"" S-40 X 4"" S-40",,PC,R25992,預製,11,,1,1,-,0,0,0,0,0,1,0,0
,,,,,,,,,,,,,,,,A,1,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,4,2,S-40,S-80,"4"" S-40 X 2"" S-80",,PC,R26196,預製,19,,17,17,-,0,0,0,0,0,16,0,0
,,,,,,,,,,,,,,,,A,16,16,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,1,0,0
,,,,,,,,,,,,,,,,D,1,1,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,3,1.5,S-40,S-80,"3"" S-40 X 1-1/2"" S-80",,PC,R26193,預製,11,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,2,1.5,S-80,S-80,"2"" S-80 X 1-1/2"" S-80",,PC,R25546,預製,2,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,2,1,S-80,S-80,"2"" S-80 X 1"" S-80",,PC,R25544,預製,10,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,2,2,0,2,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME  NACE,6,4,S-160,S-120,"6"" S-160 X 4"" S-120",,PC,R855390,預製,1,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME  NACE,1,0.75,S-160,S-160,"1"" S-160 X 3/4"" S-160",,PC,R441276,預製,3,,3,3,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,3,3,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8,4,S-140,S-120,"8"" S-140 X 4"" S-120",,PC,R752682,預製,1,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8,6,S-140,S-160,"8"" S-140 X 6"" S-160",,PC,R458994,預製,1,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,1,1,-1,0,0,0,0,0
,,,,,,,,,,,,,,,,D,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,321,HALF COUPLING CL3000 SW CS A105  ASME   ,0.5, , , ,"1/2""",,PC,S00166,預製,22,,15,15,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,9,9,0,9,0,0,0,0
,,,,,,,,,,,,,,,,D,6,6,0,6,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,331,SOCKOLET CL3000 SW CS A105  MSS   ,8,0.75, , ,"8"" X 3/4""",,PC,S07382,預製,17,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,8,8,0,8,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,331,SOCKOLET CL3000 SW CS A105  MSS   ,8,1.5, , ,"8"" X 1-1/2""",,PC,S07380,預製,4,,2,2,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,2,2,-2,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,331,SOCKOLET CL3000 SW CS A105  MSS   ,8,1, , ,"8"" X 1""",,PC,S07381,預製,17,,6,6,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,6,6,-6,0,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,331,SOCKOLET CL3000 SW CS A105  MSS   ,6,0.75, , ,"6"" X 3/4""",,PC,S07387,預製,22,,8,8,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,8,8,0,8,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
碳鋼,331,SOCKOLET CL3000 SW CS A105  MSS   ,6,1.5, , ,"6"" X 1-1/2""",,PC,S07385,預製,11,,1,1,-,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,A,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,B,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,D,1,1,0,1,0,0,0,0
,,,,,,,,,,,,,,,,E,0,0,0,0,0,0,0,0
