管線材質,ORDER_SEQ,Short_desc,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,中文說明,用料時機,採購量,可領用量,合計,合計2,項目,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日,8月22日,8月24日,重組
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,3, ,S-40, ,"3"" S-40",5.49,PC,N215040,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N215040_D
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,3, ,S-40, ,"3"" S-40",5.49,PC,N215040,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N215040_E
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,N121978,彎頭(90度),預製,46,,23,23,-,0,0,0,0,0,0,0,0,0,0,N121978_-
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,N121978,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N121978_A
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,N121978,彎頭(90度),預製,,,,,B,23,23,0,0,0,0,0,23,0,0,N121978_B
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,N121978,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N121978_D
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,N121978,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N121978_E
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,N119562,彎頭(90度),預製,25,,8,8,-,0,0,0,0,0,0,0,0,0,0,N119562_-
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,N119562,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N119562_A
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,N119562,彎頭(90度),預製,,,,,B,8,8,0,8,0,0,0,0,0,0,N119562_B
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,N119562,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N119562_D
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,N119562,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N119562_E
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,N90466,彎頭(90度),預製,90,,86,86,-,0,0,0,0,0,0,0,0,0,0,N90466_-
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,N90466,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N90466_A
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,N90466,彎頭(90度),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,N90466_B
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,N90466,彎頭(90度),預製,,,,,D,86,86,0,0,0,0,0,86,0,0,N90466_D
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,N90466,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N90466_E
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,N104540,彎頭(90度),預製,145,,13,13,-,0,0,0,0,0,0,0,0,0,0,N104540_-
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,N104540,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N104540_A
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,N104540,彎頭(90度),預製,,,,,B,13,13,0,0,0,0,0,13,0,0,N104540_B
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,N104540,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N104540_D
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,N104540,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N104540_E
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.5, ,S-160, ,"1/2"" S-160",4.78,PC,N90413,彎頭(90度),預製,160,,11,11,-,0,0,0,0,0,0,0,0,0,0,N90413_-
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.5, ,S-160, ,"1/2"" S-160",4.78,PC,N90413,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N90413_A
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.5, ,S-160, ,"1/2"" S-160",4.78,PC,N90413,彎頭(90度),預製,,,,,B,8,8,0,8,0,0,0,0,0,0,N90413_B
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.5, ,S-160, ,"1/2"" S-160",4.78,PC,N90413,彎頭(90度),預製,,,,,D,3,3,0,3,0,0,0,0,0,0,N90413_D
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE,0.5, ,S-160, ,"1/2"" S-160",4.78,PC,N90413,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N90413_E
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8, ,S-140, ,"8"" S-140",20.62,PC,N75555,彎頭(90度),預製,3,,3,3,-,0,0,0,0,0,0,0,0,0,3,N75555_-
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8, ,S-140, ,"8"" S-140",20.62,PC,N75555,彎頭(90度),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,N75555_A
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8, ,S-140, ,"8"" S-140",20.62,PC,N75555,彎頭(90度),預製,,,,,B,3,3,0,0,0,0,0,0,0,0,N75555_B
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8, ,S-140, ,"8"" S-140",20.62,PC,N75555,彎頭(90度),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,N75555_D
碳鋼,303,90 ELBOW SMLS BW CS A234-WPB  ASME  NACE(IMPACT TEST at -1 DEG. C),8, ,S-140, ,"8"" S-140",20.62,PC,N75555,彎頭(90度),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,N75555_E
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1.5, , , ,"1-1/2""",20.62,PC,S00121,三通+OLET,預製,27,,15,15,-,0,0,0,0,0,0,0,0,0,0,S00121_-
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1.5, , , ,"1-1/2""",20.62,PC,S00121,三通+OLET,預製,,,,,A,14,14,0,14,0,0,0,0,0,0,S00121_A
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1.5, , , ,"1-1/2""",20.62,PC,S00121,三通+OLET,預製,,,,,B,1,1,0,1,0,0,0,0,0,0,S00121_B
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1.5, , , ,"1-1/2""",20.62,PC,S00121,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,S00121_D
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1.5, , , ,"1-1/2""",20.62,PC,S00121,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S00121_E
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1, , , ,"1""",20.62,PC,S00120,三通+OLET,預製,87,,57,57,-,0,0,0,0,0,0,0,0,0,0,S00120_-
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1, , , ,"1""",20.62,PC,S00120,三通+OLET,預製,,,,,A,22,22,0,22,0,0,0,0,0,0,S00120_A
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1, , , ,"1""",20.62,PC,S00120,三通+OLET,預製,,,,,B,26,26,0,26,0,0,0,0,0,0,S00120_B
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1, , , ,"1""",20.62,PC,S00120,三通+OLET,預製,,,,,D,9,9,0,9,0,0,0,0,0,0,S00120_D
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,1, , , ,"1""",20.62,PC,S00120,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S00120_E
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,0.75, , , ,"3/4""",20.62,PC,S00119,三通+OLET,預製,46,,13,13,-,0,0,0,0,0,0,0,0,0,0,S00119_-
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,0.75, , , ,"3/4""",20.62,PC,S00119,三通+OLET,預製,,,,,A,4,4,0,4,0,0,0,0,0,0,S00119_A
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,0.75, , , ,"3/4""",20.62,PC,S00119,三通+OLET,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,S00119_B
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,0.75, , , ,"3/4""",20.62,PC,S00119,三通+OLET,預製,,,,,D,9,9,0,9,0,0,0,0,0,0,S00119_D
碳鋼,311,TEE CL3000 SW CS A105  ASME   ,0.75, , , ,"3/4""",20.62,PC,S00119,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S00119_E
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1.5, , , ,"1-1/2""",20.62,PC,S298005,三通+OLET,預製,2,,2,2,-,0,0,0,0,0,0,0,0,0,0,S298005_-
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1.5, , , ,"1-1/2""",20.62,PC,S298005,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S298005_A
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1.5, , , ,"1-1/2""",20.62,PC,S298005,三通+OLET,預製,,,,,B,2,2,0,2,0,0,0,0,0,0,S298005_B
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1.5, , , ,"1-1/2""",20.62,PC,S298005,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,S298005_D
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1.5, , , ,"1-1/2""",20.62,PC,S298005,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S298005_E
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S298003,三通+OLET,預製,2,,2,2,-,0,0,0,0,0,0,0,0,0,0,S298003_-
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S298003,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S298003_A
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S298003,三通+OLET,預製,,,,,B,2,2,0,2,0,0,0,0,0,0,S298003_B
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S298003,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,S298003_D
碳鋼,311,TEE CL3000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S298003,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S298003_E
碳鋼,311,TEE CL6000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S195631,三通+OLET,預製,5,,3,3,-,0,0,0,0,0,0,0,0,0,0,S195631_-
碳鋼,311,TEE CL6000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S195631,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S195631_A
碳鋼,311,TEE CL6000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S195631,三通+OLET,預製,,,,,B,3,3,0,3,0,0,0,0,0,0,S195631_B
碳鋼,311,TEE CL6000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S195631,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,S195631_D
碳鋼,311,TEE CL6000 SW CS A105  ASME  NACE,1, , , ,"1""",20.62,PC,S195631,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S195631_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,S06651,三通+OLET,預製,11,,3,3,-,0,0,0,0,0,0,0,0,0,0,S06651_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,S06651,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S06651_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,S06651,三通+OLET,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,S06651_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,S06651,三通+OLET,預製,,,,,D,3,3,0,0,0,0,0,3,0,0,S06651_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,8, ,S-40, ,"8"" S-40",8.18,PC,S06651,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S06651_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,S06650,三通+OLET,預製,15,,2,2,-,0,0,0,0,0,0,0,0,0,0,S06650_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,S06650,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S06650_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,S06650,三通+OLET,預製,,,,,B,0,0,0,0,0,2,0,0,0,0,S06650_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,S06650,三通+OLET,預製,,,,,D,2,2,0,0,0,0,0,0,0,0,S06650_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,6, ,S-40, ,"6"" S-40",7.11,PC,S06650,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S06650_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,S06648,三通+OLET,預製,11,,5,5,-,0,0,0,0,0,0,0,0,0,0,S06648_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,S06648,三通+OLET,預製,,,,,A,2,2,0,0,0,0,0,2,0,0,S06648_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,S06648,三通+OLET,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,S06648_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,S06648,三通+OLET,預製,,,,,D,3,3,0,0,0,0,0,3,0,0,S06648_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,4, ,S-40, ,"4"" S-40",6.02,PC,S06648,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S06648_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,S06647,三通+OLET,預製,15,,12,12,-,0,0,0,0,0,0,0,0,0,0,S06647_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,S06647,三通+OLET,預製,,,,,A,5,5,-5,0,0,0,0,0,0,0,S06647_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,S06647,三通+OLET,預製,,,,,B,1,1,-1,0,0,0,0,0,0,0,S06647_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,S06647,三通+OLET,預製,,,,,D,6,6,-3,0,0,0,0,3,0,0,S06647_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,3, ,S-40, ,"3"" S-40",5.49,PC,S06647,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S06647_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,S06685,三通+OLET,預製,55,,14,14,-,0,0,0,0,0,0,0,0,0,0,S06685_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,S06685,三通+OLET,預製,,,,,A,11,11,0,11,0,0,0,0,0,0,S06685_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,S06685,三通+OLET,預製,,,,,B,0,0,0,0,0,3,0,0,0,0,S06685_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,S06685,三通+OLET,預製,,,,,D,3,3,0,0,0,0,0,0,0,0,S06685_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME   ,2, ,S-80, ,"2"" S-80",5.54,PC,S06685,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S06685_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,S157818,三通+OLET,預製,8,,4,4,-,0,0,0,0,0,0,0,0,0,0,S157818_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,S157818,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S157818_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,S157818,三通+OLET,預製,,,,,B,4,4,0,4,0,0,0,0,0,0,S157818_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,S157818,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,S157818_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-160, ,"2"" S-160",8.74,PC,S157818,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S157818_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,S155393,三通+OLET,預製,7,,3,3,-,0,0,0,0,0,0,0,0,0,0,S155393_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,S155393,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S155393_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,S155393,三通+OLET,預製,,,,,B,3,3,0,3,0,0,0,0,0,0,S155393_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,S155393,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,S155393_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,2, ,S-80, ,"2"" S-80",5.54,PC,S155393,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S155393_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,S126430,三通+OLET,預製,22,,21,21,-,0,0,0,0,0,0,0,0,0,0,S126430_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,S126430,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S126430_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,S126430,三通+OLET,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,S126430_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,S126430,三通+OLET,預製,,,,,D,21,21,-21,0,0,0,0,0,0,0,S126430_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,1, ,S-160, ,"1"" S-160",6.35,PC,S126430,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S126430_E
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,S196758,三通+OLET,預製,14,,1,1,-,0,0,0,0,0,0,0,0,0,0,S196758_-
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,S196758,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,S196758_A
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,S196758,三通+OLET,預製,,,,,B,1,1,0,0,0,0,0,1,0,0,S196758_B
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,S196758,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,S196758_D
碳鋼,311,TEE SMLS BW CS A234-WPB  ASME  NACE,0.75, ,XXS, ,"3/4"" XXS",7.82,PC,S196758,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,S196758_E
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R01455,三通+OLET,預製,7,,3,3,-,0,0,0,0,0,0,0,0,0,0,R01455_-
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R01455,三通+OLET,預製,,,,,A,3,3,0,3,0,0,0,0,0,0,R01455_A
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R01455,三通+OLET,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,R01455_B
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R01455,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,R01455_D
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R01455,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,R01455_E
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,1, , ,"1-1/2"" X 1""",7.82,PC,R01456,三通+OLET,預製,9,,8,8,-,0,0,0,0,0,0,0,0,0,0,R01456_-
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,1, , ,"1-1/2"" X 1""",7.82,PC,R01456,三通+OLET,預製,,,,,A,8,8,-7,1,0,0,0,0,0,0,R01456_A
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,1, , ,"1-1/2"" X 1""",7.82,PC,R01456,三通+OLET,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,R01456_B
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,1, , ,"1-1/2"" X 1""",7.82,PC,R01456,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,R01456_D
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1.5,1, , ,"1-1/2"" X 1""",7.82,PC,R01456,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,R01456_E
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1,0.75, , ,"1"" X 3/4""",7.82,PC,R01452,三通+OLET,預製,32,,9,8,-,0,0,0,0,0,0,0,0,0,0,R01452_-
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1,0.75, , ,"1"" X 3/4""",7.82,PC,R01452,三通+OLET,預製,,,,,A,0,0,1,1,0,0,0,0,0,0,R01452_A
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1,0.75, , ,"1"" X 3/4""",7.82,PC,R01452,三通+OLET,預製,,,,,B,6,6,0,6,0,0,0,0,0,0,R01452_B
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1,0.75, , ,"1"" X 3/4""",7.82,PC,R01452,三通+OLET,預製,,,,,D,2,2,0,2,0,0,0,0,0,0,R01452_D
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME   ,1,0.75, , ,"1"" X 3/4""",7.82,PC,R01452,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,R01452_E
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME  NACE,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R7198466,三通+OLET,預製,5,,4,4,-,0,0,0,0,0,0,0,0,0,0,R7198466_-
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME  NACE,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R7198466,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,R7198466_A
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME  NACE,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R7198466,三通+OLET,預製,,,,,B,4,4,0,4,0,0,0,0,0,0,R7198466_B
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME  NACE,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R7198466,三通+OLET,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,R7198466_D
碳鋼,312,REDU. TEE CL3000 SW CS A105  ASME  NACE,1.5,0.75, , ,"1-1/2"" X 3/4""",7.82,PC,R7198466,三通+OLET,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,R7198466_E
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,8,4,S-40,S-40,"8"" S-40 X 4"" S-40",7.82,PC,R25994,三通+OLET,預製,7,,4,4,-,0,0,0,0,0,0,0,0,0,0,R25994_-
碳鋼,312,REDU. TEE SMLS BW CS A234-WPB  ASME   ,8,4,S-40,S-40,"8"" S-40 X 4"" S-40",7.82,PC,R25994,三通+OLET,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,R25994_A
