管線材質,ORDER_SEQ,Short_desc,SIZE1,SIZE2,SCH1,SCH2,SIZE_LAYOUT,厚度,UNIT,IDENT_CODE,中文說明,用料時機,採購量,可領用量,合計,合計2,項目,設計需求,採購需求,缺料狀況,7月2日,7月9日,7月10日,7月11日,8月15日,8月22日,8月24日,重組
碳鋼,630,CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   ,6, , , ,"6""",11.13,PC,V08250,逆止閥,安裝,,,,,D,2,2,-2,0,0,0,0,0,0,0,V08250_D
碳鋼,630,CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   ,6, , , ,"6""",11.13,PC,V08250,逆止閥,安裝,,,,,E,0,0,0,0,0,0,0,0,0,0,V08250_E
碳鋼,630,CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   ,3, , , ,"3""",11.13,PC,V08254,逆止閥,安裝,4,,4,4,-,0,0,0,0,0,0,0,0,0,0,V08254_-
碳鋼,630,CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   ,3, , , ,"3""",11.13,PC,V08254,逆止閥,安裝,,,,,A,2,2,-2,0,0,0,0,0,0,0,V08254_A
碳鋼,630,CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   ,3, , , ,"3""",11.13,PC,V08254,逆止閥,安裝,,,,,B,0,0,0,0,0,0,0,0,0,0,V08254_B
碳鋼,630,CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   ,3, , , ,"3""",11.13,PC,V08254,逆止閥,安裝,,,,,D,2,2,-2,0,0,0,0,0,0,0,V08254_D
碳鋼,630,CHECK VALVE CL300 RF CS A216-WCB BODY 13CR AND HF-TR API TR #8 SWING BC API ASME   ,3, , , ,"3""",11.13,PC,V08254,逆止閥,安裝,,,,,E,0,0,0,0,0,0,0,0,0,0,V08254_E
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,2, , , ,"2""",11.13,PC,V19424,逆止閥,預製,6,,3,3,-,0,0,0,0,0,0,0,0,0,0,V19424_-
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,2, , , ,"2""",11.13,PC,V19424,逆止閥,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,V19424_A
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,2, , , ,"2""",11.13,PC,V19424,逆止閥,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,V19424_B
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,2, , , ,"2""",11.13,PC,V19424,逆止閥,預製,,,,,D,3,3,-3,0,0,0,0,0,0,0,V19424_D
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,2, , , ,"2""",11.13,PC,V19424,逆止閥,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,V19424_E
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,1, , , ,"1""",11.13,PC,V19421,逆止閥,預製,36,,15,14,-,0,0,0,0,0,0,0,0,0,0,V19421_-
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,1, , , ,"1""",11.13,PC,V19421,逆止閥,預製,,,,,A,4,4,-4,0,0,0,0,0,0,0,V19421_A
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,1, , , ,"1""",11.13,PC,V19421,逆止閥,預製,,,,,B,4,4,-4,0,0,0,0,0,0,0,V19421_B
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,1, , , ,"1""",11.13,PC,V19421,逆止閥,預製,,,,,D,6,6,-6,0,0,0,0,0,0,0,V19421_D
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,1, , , ,"1""",11.13,PC,V19421,逆止閥,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,V19421_E
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,0.75, , , ,"3/4""",11.13,PC,V19420,逆止閥,預製,9,,1,1,-,0,0,0,0,0,0,0,0,0,0,V19420_-
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,0.75, , , ,"3/4""",11.13,PC,V19420,逆止閥,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,V19420_A
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,0.75, , , ,"3/4""",11.13,PC,V19420,逆止閥,預製,,,,,B,0,0,0,0,0,0,0,0,0,0,V19420_B
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,0.75, , , ,"3/4""",11.13,PC,V19420,逆止閥,預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,V19420_D
碳鋼,630,CHECK VALVE CL800 SW CS A105 BODY 13CR AND HF-TR API TR #8 LIFT W/ SPRG BC API   ,0.75, , , ,"3/4""",11.13,PC,V19420,逆止閥,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,V19420_E
碳鋼,630,CHECK VALVE CL800 SW-STUB CS A105 BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC  (STUB : SMLS BE S-80 A106-B) NACE,2, , , ,"2""",11.13,PC,V103940,逆止閥,預製,2,,1,1,-,0,0,0,0,0,0,0,0,0,0,V103940_-
碳鋼,630,CHECK VALVE CL800 SW-STUB CS A105 BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC  (STUB : SMLS BE S-80 A106-B) NACE,2, , , ,"2""",11.13,PC,V103940,逆止閥,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,V103940_A
碳鋼,630,CHECK VALVE CL800 SW-STUB CS A105 BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC  (STUB : SMLS BE S-80 A106-B) NACE,2, , , ,"2""",11.13,PC,V103940,逆止閥,預製,,,,,B,1,1,-1,0,0,0,0,0,0,0,V103940_B
碳鋼,630,CHECK VALVE CL800 SW-STUB CS A105 BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC  (STUB : SMLS BE S-80 A106-B) NACE,2, , , ,"2""",11.13,PC,V103940,逆止閥,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,V103940_D
碳鋼,630,CHECK VALVE CL800 SW-STUB CS A105 BODY SS 316 AND HF-TR API TR #12 LIFT W/ SPRG BC  (STUB : SMLS BE S-80 A106-B) NACE,2, , , ,"2""",11.13,PC,V103940,逆止閥,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,V103940_E
碳鋼,674,STOP CHECK VALVE CL1500 BW CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API   ,2, ,S-160, ,"2"" S-160",8.74,PC,V151693,逆止閥,預製,5,,5,5,-,0,0,0,0,0,0,0,0,0,0,V151693_-
碳鋼,674,STOP CHECK VALVE CL1500 BW CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API   ,2, ,S-160, ,"2"" S-160",8.74,PC,V151693,逆止閥,預製,,,,,A,0,0,0,0,0,0,0,0,0,0,V151693_A
碳鋼,674,STOP CHECK VALVE CL1500 BW CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API   ,2, ,S-160, ,"2"" S-160",8.74,PC,V151693,逆止閥,預製,,,,,B,5,5,-5,0,0,0,0,0,0,0,V151693_B
碳鋼,674,STOP CHECK VALVE CL1500 BW CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API   ,2, ,S-160, ,"2"" S-160",8.74,PC,V151693,逆止閥,預製,,,,,D,0,0,0,0,0,0,0,0,0,0,V151693_D
碳鋼,674,STOP CHECK VALVE CL1500 BW CS A105 BODY SS 316-TR STLD-S&D PLUG-D OS&Y WB Y-PAT API   ,2, ,S-160, ,"2"" S-160",8.74,PC,V151693,逆止閥,預製,,,,,E,0,0,0,0,0,0,0,0,0,0,V151693_E
碳鋼,999,"0.75"", STEAM TRAP, CL150, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300004,卻水器,安裝,4,,1,1,-,0,0,0,0,0,0,0,0,0,0,TR-300004_-
碳鋼,999,"0.75"", STEAM TRAP, CL150, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300004,卻水器,安裝,,,,,A,0,0,0,0,0,0,0,0,0,0,TR-300004_A
碳鋼,999,"0.75"", STEAM TRAP, CL150, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300004,卻水器,安裝,,,,,B,0,0,0,0,0,0,0,0,0,0,TR-300004_B
碳鋼,999,"0.75"", STEAM TRAP, CL150, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300004,卻水器,安裝,,,,,D,1,1,-1,0,0,0,0,0,0,0,TR-300004_D
碳鋼,999,"0.75"", STEAM TRAP, CL150, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300004,卻水器,安裝,,,,,E,0,0,0,0,0,0,0,0,0,0,TR-300004_E
碳鋼,999,"0.75"", STEAM TRAP, CL300, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300003,卻水器,安裝,3,,1,1,-,0,0,0,0,0,0,0,0,0,0,TR-300003_-
碳鋼,999,"0.75"", STEAM TRAP, CL300, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300003,卻水器,安裝,,,,,A,0,0,0,0,0,0,0,0,0,0,TR-300003_A
碳鋼,999,"0.75"", STEAM TRAP, CL300, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300003,卻水器,安裝,,,,,B,0,0,0,0,0,0,0,0,0,0,TR-300003_B
碳鋼,999,"0.75"", STEAM TRAP, CL300, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300003,卻水器,安裝,,,,,D,1,1,-1,0,0,0,0,0,0,0,TR-300003_D
碳鋼,999,"0.75"", STEAM TRAP, CL300, RF, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,TR-300003,卻水器,安裝,,,,,E,0,0,0,0,0,0,0,0,0,0,TR-300003_E
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305201,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-305201_-
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305201,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-305201_A
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305201,T型過濾器(對焊),預製,,,,,B,1,1,-1,0,0,0,0,0,0,0,ST-305201_B
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305201,T型過濾器(對焊),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,ST-305201_D
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305201,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-305201_E
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305202,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-305202_-
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305202,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-305202_A
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305202,T型過濾器(對焊),預製,,,,,B,1,1,-1,0,0,0,0,0,0,0,ST-305202_B
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305202,T型過濾器(對焊),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,ST-305202_D
碳鋼,999,"2"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-305202,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-305202_E
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011201,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-3011201_-
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011201,T型過濾器(對焊),預製,,,,,A,1,1,-1,0,0,0,0,0,0,0,ST-3011201_A
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011201,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-3011201_B
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011201,T型過濾器(對焊),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,ST-3011201_D
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011201,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-3011201_E
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011202,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-3011202_-
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011202,T型過濾器(對焊),預製,,,,,A,1,1,-1,0,0,0,0,0,0,0,ST-3011202_A
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011202,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-3011202_B
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011202,T型過濾器(對焊),預製,,,,,D,0,0,0,0,0,0,0,0,0,0,ST-3011202_D
碳鋼,999,"3"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011202,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-3011202_E
碳鋼,999,"3"", T-TYPE STRAINER, CL300, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011203,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-3011203_-
碳鋼,999,"3"", T-TYPE STRAINER, CL300, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011203,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-3011203_A
碳鋼,999,"3"", T-TYPE STRAINER, CL300, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011203,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-3011203_B
碳鋼,999,"3"", T-TYPE STRAINER, CL300, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011203,T型過濾器(對焊),預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,ST-3011203_D
碳鋼,999,"3"", T-TYPE STRAINER, CL300, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-3011203,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-3011203_E
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304701,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-304701_-
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304701,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-304701_A
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304701,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-304701_B
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304701,T型過濾器(對焊),預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,ST-304701_D
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304701,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-304701_E
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304702,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-304702_-
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304702,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-304702_A
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304702,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-304702_B
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304702,T型過濾器(對焊),預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,ST-304702_D
碳鋼,999,"4"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304702,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-304702_E
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304901,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-304901_-
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304901,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-304901_A
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304901,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-304901_B
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304901,T型過濾器(對焊),預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,ST-304901_D
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304901,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-304901_E
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304902,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-304902_-
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304902,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-304902_A
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304902,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-304902_B
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304902,T型過濾器(對焊),預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,ST-304902_D
碳鋼,999,"6"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-304902,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-304902_E
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300903,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-300903_-
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300903,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-300903_A
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300903,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-300903_B
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300903,T型過濾器(對焊),預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,ST-300903_D
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300903,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-300903_E
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300904,T型過濾器(對焊),預製,1,,1,1,-,0,0,0,0,0,0,0,0,0,0,ST-300904_-
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300904,T型過濾器(對焊),預製,,,,,A,0,0,0,0,0,0,0,0,0,0,ST-300904_A
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300904,T型過濾器(對焊),預製,,,,,B,0,0,0,0,0,0,0,0,0,0,ST-300904_B
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300904,T型過濾器(對焊),預製,,,,,D,1,1,-1,0,0,0,0,0,0,0,ST-300904_D
碳鋼,999,"8"", T-TYPE STRAINER, CL150, BW, CS BODY SS 304 SCREEN, TECH. D.SHT", , , , ,"2"" S-160",8.74,PC,ST-300904,T型過濾器(對焊),預製,,,,,E,0,0,0,0,0,0,0,0,0,0,ST-300904_E
碳鋼,999,"STEAM RING, PIP 3.1 M ( FOR 10"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01E,蒸氣環,安裝??,0,,3,3,-,0,0,0,0,0,0,0,0,0,0,SR-01E_-
碳鋼,999,"STEAM RING, PIP 3.1 M ( FOR 10"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01E,蒸氣環,安裝??,,,,,A,0,0,0,0,0,0,0,0,0,0,SR-01E_A
碳鋼,999,"STEAM RING, PIP 3.1 M ( FOR 10"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01E,蒸氣環,安裝??,,,,,B,0,0,0,0,0,0,0,0,0,0,SR-01E_B
碳鋼,999,"STEAM RING, PIP 3.1 M ( FOR 10"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01E,蒸氣環,安裝??,,,,,D,3,3,-3,0,0,0,0,0,0,0,SR-01E_D
碳鋼,999,"STEAM RING, PIP 3.1 M ( FOR 10"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01E,蒸氣環,安裝??,,,,,E,0,0,0,0,0,0,0,0,0,0,SR-01E_E
碳鋼,999,"STEAM RING, PIP 3.5 M ( FOR 14"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01D,蒸氣環,安裝??,0,,1,1,-,0,0,0,0,0,0,0,0,0,0,SR-01D_-
碳鋼,999,"STEAM RING, PIP 3.5 M ( FOR 14"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01D,蒸氣環,安裝??,,,,,A,0,0,0,0,0,0,0,0,0,0,SR-01D_A
碳鋼,999,"STEAM RING, PIP 3.5 M ( FOR 14"" -2500# NOZZLE USE)", , , , ,"2"" S-160",8.74,PC,SR-01D,蒸氣環,安裝??,,,,,B,0,0,0,0,0,0,0,0,0,0,SR-01D_B
